MODEL	MAINEFFS	SIZE	LOG-LIKELIHOOD
7601	-1;23;546;2017;2251;2405;3350;3445;4309;4582;5192;5915;6728;23 4309	14	0
7602	-1;23;546;2251;2405;3294;3350;3445;4309;4582;5192;5915;6728;23 4309	14	0
7603	-1;23;546;2251;2405;3294;3350;3445;4309;4582;5192;6556;6728;23 4309	14	0
7604	-1;23;546;2251;2405;3294;3350;3445;3815;4309;4582;5192;6556;6728;23 4309;2251 3815	16	0
7605	-1;23;546;1104;2251;2405;3294;3350;3445;3815;4309;4582;5192;6556;6728;23 4309;2251 3815	17	0
7606	-1;23;546;1104;2251;2405;3294;3350;3445;3815;4309;4582;5192;6556;7116;23 4309;2251 3815	17	0
7607	-1;23;546;666;1104;2251;2405;3294;3445;3815;4309;4582;5192;6556;7116;23 4309;2251 3815	17	0
7608	-1;23;546;666;1104;2251;2405;3294;3445;3815;4309;4582;6556;7116;23 4309;2251 3815	16	0
7609	-1;23;546;666;1104;2251;2405;3294;3445;3815;4309;4582;5388;6556;23 4309;2251 3815	16	0
7610	-1;23;546;666;2251;2405;3294;3445;3815;4309;4582;5388;6556;23 4309;2251 3815	15	0
7611	-1;23;546;666;2251;2405;3445;3815;4309;4582;5388;6556;6590;23 4309;2251 3815	15	0
7612	-1;23;546;666;2251;2405;3404;3445;3815;4309;5388;6556;6590;23 4309;2251 3815	15	0
7613	-1;23;666;2251;2405;3404;3445;3815;4309;5388;6556;6590;23 4309;2251 3815	14	0
7614	-1;23;666;2251;3404;3445;3815;4309;5388;6556;6590;23 4309;2251 3815	13	0
7615	-1;23;666;2251;3404;3445;3815;4309;5388;6590;23 4309;2251 3815	12	0
7616	-1;23;666;1049;2251;3404;3445;3815;4309;5388;6590;23 4309;2251 3815	13	0
7617	-1;23;666;1049;2251;2595;3404;3445;3815;4309;5388;6590;2251 3815	13	0
7618	-1;23;666;1049;2251;2595;3404;3445;3815;4309;5388;2251 3815	12	0
7619	-1;23;666;1049;2096;2251;2595;3404;3445;3815;4309;2251 3815	12	0
7620	-1;666;1049;1104;2096;2251;2595;3404;3445;3815;4309;2251 3815	12	0
7621	-1;666;1049;1104;2096;2251;3404;3445;3815;3989;4309;2251 3815	12	0
7622	-1;1049;1104;2096;2251;3404;3445;3815;3989;4309;5653;2251 3815	12	0
7623	-1;1049;1104;2096;2251;3404;3815;3989;4309;5653;2251 3815	11	0
7624	-1;1049;1104;2096;2251;3404;3815;3989;4309;5653;2251 3815;2251 3989	12	0
7625	-1;1049;1104;2096;2251;2290;3404;3815;3989;4309;5653;2251 3989	12	0
7626	-1;1049;1104;2096;2251;2290;3404;3989;4309;5653;2251 3989	11	0
7627	-1;1049;1104;2096;2251;2290;3404;3989;4309;5653	10	0
7628	-1;1049;1104;2096;2251;2290;3404;3989;4309;4642;5653	11	0
7629	-1;1049;1104;1367;2096;2251;3404;3989;4309;4642;5653	11	0
7630	-1;1049;1104;1367;2251;2394;3404;3989;4309;4642;5653	11	0
7631	-1;496;1049;1104;1367;2251;2394;3404;3989;4309;4642;5653	12	0
7632	-1;496;1049;1104;1367;2251;2394;3404;3989;4309;4642;5653;7296;4309 7296	14	0
7633	-1;496;1049;1104;1367;2251;3404;3423;3989;4309;4642;5653;7296;4309 7296	14	0
7634	-1;496;769;1049;1367;2251;3404;3423;3989;4309;4642;5653;7296;4309 7296	14	0
7635	-1;496;1049;1367;2251;3404;3423;3989;4309;4642;5653;7296;4309 7296	13	0
7636	-1;1049;1367;2251;3404;3423;3813;3989;4309;4642;5653;7296;4309 7296	13	0
7637	-1;1049;1367;1581;2251;3404;3423;3989;4309;4642;5653;7296;4309 7296	13	0
7638	-1;1049;1367;1581;2251;3404;3989;4309;4526;4642;5653;7296;4309 7296	13	0
7639	-1;1049;1581;2251;3404;3989;4309;4526;4642;5609;5653;7296;4309 7296	13	0
7640	-1;1049;1581;3404;3989;4309;4526;4642;5609;5653;6252;7296;4309 7296	13	0
7641	-1;52;1049;1581;3404;3989;4309;4526;4642;5609;5653;6252;7296;4309 7296	14	0
7642	-1;52;1581;3404;3989;4309;4526;4642;5609;5653;6252;7296;4309 7296	13	0
7643	-1;52;1581;3404;3989;4309;4642;5609;5653;6252;7296;4309 7296	12	0
7644	-1;52;1581;3404;3989;4309;4642;5653;6252;7296;4309 7296	11	0
7645	-1;52;1581;3396;3404;3989;4309;4642;5653;6252;7296;4309 7296	12	0
7646	-1;52;891;1581;3396;3404;3989;4309;4642;5653;6252;7296;4309 7296	13	0
7647	-1;23;52;891;1581;3396;3404;3989;4309;4642;5653;6252;7296	13	0
7648	-1;23;52;891;1123;1581;3396;3404;3989;4309;4642;5653;7296	13	0
7649	-1;23;52;891;1123;1581;3396;3404;4309;4459;4642;5653;7296	13	0
7650	-1;23;52;387;891;1581;3396;3404;4309;4459;4642;5653;7296	13	0
7651	-1;23;52;387;891;1581;2928;3396;3404;4309;4459;4642;7296	13	0
7652	-1;23;52;387;891;1581;2928;3396;3404;4309;4459;4642;4929	13	0
7653	-1;23;52;387;891;1581;2928;3396;3404;4309;4459;4642;4929;6332	14	0
7654	-1;23;52;387;891;1581;2928;3105;3396;3404;4309;4642;4929;6332	14	0
7655	-1;23;387;891;1581;2928;3105;3396;3404;4309;4642;4929;6332	13	0
7656	-1;23;387;1581;2928;3105;3396;3404;4309;4642;4929;5936;6332	13	0
7657	-1;23;387;1581;2928;3105;3396;3404;4309;4642;4929;6332	12	0
7658	-1;23;387;1581;2086;2928;3105;3396;3404;4309;4642;4929	12	0
7659	-1;23;387;1581;2928;3047;3105;3396;3404;4309;4642;4929	12	0
7660	-1;23;387;1581;2928;3047;3105;3116;3404;4309;4642;4929	12	0
7661	-1;23;387;1581;2928;3047;3105;3116;3404;4309;4642;4771;4929	13	0
7662	-1;23;387;1581;2928;3047;3105;3116;3404;4642;4771;4929;6997	13	0
7663	-1;23;387;1581;2813;2928;3047;3105;3116;4642;4771;4929;6997	13	0
7664	-1;23;387;1581;2813;2928;3047;3105;3116;4642;4771;4829;6997	13	0
7665	-1;23;387;1581;2813;2928;3047;3105;3116;4497;4771;4829;6997	13	0
7666	-1;23;387;1581;2813;2928;3047;3105;3116;4497;4771;4829;6997	13	0
7667	-1;23;387;1581;2813;2928;3047;3105;3116;4771;4829;6997	12	0
7668	-1;23;387;1581;2813;2928;3105;3116;4771;4829;6622;6997	12	0
7669	-1;23;1581;2813;2928;3105;3116;4771;4829;6622;6997	11	0
7670	-1;23;1581;2813;2928;3105;4771;4829;5416;6622;6997	11	0
7671	-1;23;1581;2813;2928;3105;4771;4829;5416;6997	10	0
7672	-1;1420;1581;2813;2928;3105;4771;4829;5416;6997	10	0
7673	-1;1420;1581;2813;2928;3105;4771;4869;5416;6997	10	0
7674	-1;1420;1581;2813;2928;3105;3162;4771;4869;6997	10	0
7675	-1;1420;1581;2813;2928;3105;3162;3408;4869;6997	10	0
7676	-1;1328;1420;1581;2813;2928;3105;3162;3408;4869;6997	11	0
7677	-1;1420;1581;2813;2928;3105;3162;3408;4869;5479;6997	11	0
7678	-1;919;1420;1581;2813;2928;3105;3162;3408;4869;5479;6997	12	0
7679	-1;919;1420;2813;2928;3105;3162;3408;3815;4869;5479;6997	12	0
7680	-1;919;1420;2813;2928;3105;3408;3815;4869;5479;6997	11	0
7681	-1;220;919;1420;2813;3105;3408;3815;4869;5479;6997	11	0
7682	-1;220;919;1420;2813;3105;3408;3815;4869;5479	10	0
7683	-1;220;1420;2813;3105;3408;3815;4869;5479;6990	10	0
7684	-1;220;1420;2813;3105;3408;4869;5479;6990	9	0
7685	-1;220;1420;2813;3105;3408;4869;5479	8	0
7686	-1;220;1420;2813;3105;3408;4869;5479	8	0
7687	-1;220;1420;2813;3105;3408;5235;5479	8	0
7688	-1;220;341;1420;2813;3105;3408;5479	8	0
7689	-1;220;341;1420;2813;3105;3408;3812	8	0
7690	-1;220;341;2813;3105;3408;3812;6717	8	0
7691	-1;220;341;1968;2813;3408;3812;6717	8	0
7692	-1;220;341;2813;3408;3812;6076;6717	8	0
7693	-1;220;341;2813;3408;3812;4202;6076;6717	9	0
7694	-1;220;341;1018;3408;3812;4202;6076;6717	9	0
7695	-1;220;341;1018;3408;4202;6076;6717	8	0
7696	-1;220;341;1018;3408;4202;6076;6717;7043	9	0
7697	-1;220;341;455;1018;4202;6076;6717;7043	9	0
7698	-1;341;455;485;1018;4202;6076;6717;7043	9	0
7699	-1;341;455;1018;1816;4202;6076;6717;7043	9	0
7700	-1;341;455;1018;1816;4202;5021;6076;6717;7043	10	0
7701	-1;44;455;1018;1816;4202;5021;6076;6717;7043	10	0
7702	-1;44;455;1018;1816;3115;4202;5021;6076;6717;7043	11	0
7703	-1;44;455;1018;1816;3115;4202;5021;6076;6717;7043	11	0
7704	-1;44;455;1816;1856;3115;4202;5021;6076;6717;7043	11	0
7705	-1;44;455;1743;1856;3115;4202;5021;6076;6717;7043	11	0
7706	-1;44;455;1743;1856;3115;5021;6076;6717;7043	10	0
7707	-1;44;455;1743;1856;3377;5021;6076;6717;7043	10	0
7708	-1;44;455;1743;3377;4667;5021;6076;6717;7043	10	0
7709	-1;44;455;1743;3377;4635;4667;5021;6076;6717;7043	11	0
7710	-1;44;455;3377;4271;4635;4667;5021;6076;6717;7043	11	0
7711	-1;44;320;455;3377;4271;4635;5021;6076;6717;7043	11	0
7712	-1;44;320;3377;4271;4635;5021;6076;6717;7043	10	0
7713	-1;44;320;601;4271;4635;5021;6076;6717;7043	10	0
7714	-1;320;601;4271;4635;5021;6076;6112;6717;7043	10	0
7715	-1;320;601;4271;4635;5021;6076;6112;7043	9	0
7716	-1;320;601;4271;5021;6076;6112;7043	8	0
7717	-1;320;601;4271;5021;6112;7043	7	0
7718	-1;320;601;4271;5021;6112;7043	7	0
7719	-1;93;320;601;4271;5021;6112;7043	8	0
7720	-1;93;320;601;4271;5021;7043	7	0
7721	-1;93;320;4271;5021;7039;7043	7	0
7722	-1;93;320;1351;4271;5021;7043	7	0
7723	-1;93;320;1351;4271;5021;5910;7043	8	0
7724	-1;25;93;320;1351;4271;5021;5910;7043	9	0
7725	-1;25;320;1351;3969;4271;5021;5910;7043	9	0
7726	-1;25;254;320;1351;3969;4271;5021;7043	9	0
7727	-1;25;320;1351;3969;4271;5021;7043	8	0
7728	-1;25;320;1351;3969;4271;5021;7043	8	0
7729	-1;25;320;3969;4271;5021;7043	7	0
7730	-1;25;320;1415;3969;4271;5021;7043	8	0
7731	-1;320;1415;3969;4271;5021;7043	7	0
7732	-1;320;1415;3969;4271;5206;7043	7	0
7733	-1;1415;3969;4271;4526;5206;7043	7	0
7734	-1;1415;3969;4271;5206;5889;7043	7	0
7735	-1;1415;3969;4271;5206;7043;7352	7	0
7736	-1;1415;3969;4271;5206;6826;7043;7352	8	0
7737	-1;1415;3969;4271;5206;5459;6826;7043;7352	9	0
7738	-1;1415;3969;4271;5206;5459;6765;6826;7043;7352	10	0
7739	-1;1283;3969;4271;5206;5459;6765;6826;7043;7352	10	0
7740	-1;1283;2270;3969;4271;5459;6765;6826;7043;7352	10	0
7741	-1;1283;2164;2270;3969;4271;6765;6826;7043;7352	10	0
7742	-1;1283;2270;3969;4271;6765;6826;7043;7352	9	0
7743	-1;2270;3969;4271;5504;6765;6826;7043;7352	9	0
7744	-1;2005;2270;3969;4271;5504;6765;6826;7043;7352	10	0
7745	-1;2005;2270;3969;4027;4271;5504;6826;7043;7352	10	0
7746	-1;2005;2270;3969;4027;4271;4882;6826;7043;7352	10	0
7747	-1;2005;2270;3969;4027;4271;4882;5100;7043;7352	10	0
7748	-1;2005;2270;3969;4271;4882;5100;7043;7352	9	0
7749	-1;2005;2270;3969;4009;4271;4882;5100;7043;7352	10	0
7750	-1;321;2005;3969;4009;4271;4882;5100;7043;7352	10	0
7751	-1;321;2005;2487;3969;4009;4271;4882;5100;7043	10	0
7752	-1;321;2005;2487;3969;4271;4731;4882;5100;7043	10	0
7753	-1;321;2005;2487;3969;4731;4882;5100;7043	9	0
7754	-1;321;2005;2487;3969;4882;5100;7043	8	0
7755	-1;321;594;2005;2487;3969;4882;5100	8	0
7756	-1;321;594;2005;3969;4882;5100;6274	8	0
7757	-1;321;594;2005;3969;4882;5100;6274;6609	9	0
7758	-1;321;594;3969;4882;5100;6088;6274;6609	9	0
7759	-1;321;594;3969;5100;6019;6088;6274;6609	9	0
7760	-1;594;3969;5100;6019;6088;6274;6609	8	0
7761	-1;594;3969;5100;5456;6019;6088;6274;6609	9	0
7762	-1;3969;5100;5456;6019;6088;6274;6609	8	0
7763	-1;3969;5100;5106;5456;6019;6088;6274;6609	9	0
7764	-1;3969;5044;5100;5106;5456;6019;6274;6609	9	0
7765	-1;3969;4591;5100;5106;5456;6019;6274;6609	9	0
7766	-1;3969;4591;5100;5456;6019;6274;6609	8	0
7767	-1;1000;3969;4591;5100;5456;6019;6274;6609	9	0
7768	-1;1000;3986;4591;5100;5456;6019;6274;6609	9	0
7769	-1;1000;4591;5100;5456;6019;6274;6609	8	0
7770	-1;1000;4591;5100;5456;6019;6274;6609;6639	9	0
7771	-1;1000;5100;5456;6019;6274;6609;6639	8	0
7772	-1;1000;5100;5505;6019;6274;6609;6639	8	0
7773	-1;1000;4817;5100;5505;6019;6274;6609	8	0
7774	-1;1000;4817;5100;5505;6019;6609;6733	8	0
7775	-1;1000;3765;4817;5100;5505;6019;6609;6733	9	0
7776	-1;1000;3765;4817;5100;5505;6019;6609;6733	9	0
7777	-1;1000;3765;4817;5100;5505;6019;6609	8	0
7778	-1;1000;2409;3765;5100;5505;6019;6609	8	0
7779	-1;1000;2409;3464;5100;5505;6019;6609	8	0
7780	-1;1000;2409;3464;5100;5505;6019;6609;6637	9	0
7781	-1;1000;2409;5100;5505;6019;6609;6637	8	0
7782	-1;1000;2409;5100;5505;6019;6609;6637;6686	9	0
7783	-1;1000;2715;5100;5505;6019;6609;6637;6686	9	0
7784	-1;1000;2715;5100;5505;6019;6609;6637;6686	9	0
7785	-1;1000;2715;5100;5505;6019;6591;6609;6637;6686	10	0
7786	-1;1000;2715;5100;5505;6019;6591;6609;6637;6686	10	0
7787	-1;1000;2715;5100;5505;5942;6019;6591;6609;6637;6686	11	0
7788	-1;1000;2715;5100;5505;5942;6019;6591;6609;6637;6686;6704	12	0
7789	-1;1000;2715;4042;5100;5505;5942;6019;6591;6609;6637;6686;6704	13	0
7790	-1;23;1000;2715;4042;5505;5942;6019;6591;6609;6637;6686;6704	13	0
7791	-1;23;1000;2715;4042;5505;6019;6588;6591;6609;6637;6686;6704	13	0
7792	-1;23;546;2715;4042;5505;6019;6588;6591;6609;6637;6686;6704	13	0
7793	-1;23;546;2715;2932;4042;5505;6019;6588;6591;6637;6686;6704	13	0
7794	-1;23;546;2631;2715;2932;4042;5505;6019;6588;6591;6637;6686	13	0
7795	-1;23;546;2631;2715;2723;2932;4042;5505;6019;6588;6591;6637;6686	14	0
7796	-1;23;546;2631;2715;2723;2932;4042;6019;6588;6591;6637;6686	13	0
7797	-1;23;546;2631;2715;2723;2932;4042;6019;6588;6591;6686	12	0
7798	-1;23;546;1594;2631;2715;2723;2932;4042;6588;6591;6686	12	0
7799	-1;23;546;2631;2715;2723;2932;4042;6588;6591;6686	11	0
7800	-1;23;546;2631;2723;2932;4042;6588;6591;6686	10	0
7801	-1;546;1455;2631;2723;2932;4042;6588;6591;6686	10	0
7802	-1;546;1455;2631;2723;2932;3487;6588;6591;6686	10	0
7803	-1;1455;2631;2723;2932;3487;6026;6588;6591;6686	10	0
7804	-1;1455;2723;2932;3487;6026;6588;6591;6686	9	0
7805	-1;1455;2723;3487;6026;6588;6591;6686	8	0
7806	-1;1092;1455;2723;3487;6026;6588;6591;6686	9	0
7807	-1;502;1455;2723;3487;6026;6588;6591;6686	9	0
7808	-1;502;1455;2723;3487;6026;6588;6591	8	0
7809	-1;502;1455;2723;3487;3702;6026;6588;6591	9	0
7810	-1;502;1455;2723;3487;6026;6588;6591	8	0
7811	-1;502;1455;2723;3487;4539;6588;6591	8	0
7812	-1;502;1455;1682;2723;3487;4539;6588;6591	9	0
7813	-1;502;1682;2723;3487;4539;6193;6588;6591	9	0
7814	-1;502;1682;2723;3487;4539;5207;6588;6591	9	0
7815	-1;502;1682;2006;2723;3487;4539;5207;6588;6591	10	0
7816	-1;948;1682;2006;2723;3487;4539;5207;6588;6591	10	0
7817	-1;1682;2006;2723;3487;4539;5207;6588;6591	9	0
7818	-1;1682;2006;2723;3487;4539;5207;6588;6591	9	0
7819	-1;1682;2006;2723;3487;4270;5207;6588;6591	9	0
7820	-1;1682;2006;2723;3487;4270;5845;6588;6591	9	0
7821	-1;1682;2006;2723;4270;4365;5845;6588;6591	9	0
7822	-1;1682;2006;2723;4270;4365;5845;6327;6591	9	0
7823	-1;1682;2006;2723;4270;5845;6327;6591	8	0
7824	-1;1682;2006;2723;4270;5845;6327;6591	8	0
7825	-1;1219;1682;2006;2723;4270;5845;6327	8	0
7826	-1;442;1682;2006;2723;4270;5845;6327	8	0
7827	-1;442;1682;2001;2006;2723;4270;6327	8	0
7828	-1;418;442;1682;2001;2006;2723;6327	8	0
7829	-1;418;442;1682;2001;2723;5814;6327	8	0
7830	-1;418;442;1682;2001;2723;4155;5814	8	0
7831	-1;418;442;1682;2001;2723;4155;5814	8	0
7832	-1;418;442;2001;2723;4155;5814	7	0
7833	-1;442;2001;2723;4155;5814;6083	7	0
7834	-1;442;1006;2001;2723;4155;5814	7	0
7835	-1;1006;2001;2723;4155;4661;5814	7	0
7836	-1;1006;2001;2723;4661;5814	6	0
7837	-1;1006;2001;3635;4661;5814	6	0
7838	-1;1006;2001;4661;5814	5	0
7839	-1;1006;2001;4661;5814;6982	6	0
7840	-1;1006;2001;3194;4661;5814;6982	7	0
7841	-1;1006;1541;2001;3194;4661;5814;6982	8	0
7842	-1;1006;1541;3194;4661;5814;6982	7	0
7843	-1;1006;1541;3194;4661;5814;6982;7057	8	0
7844	-1;1006;3194;4661;5814;6982;7057	7	0
7845	-1;1006;3194;4661;5814;6448;6982;7057	8	0
7846	-1;1006;3194;3902;4661;5814;6448;6982;7057	9	0
7847	-1;3194;3902;4661;5814;6448;6976;6982;7057	9	0
7848	-1;3194;3902;4661;5814;6154;6976;6982;7057	9	0
7849	-1;3194;3902;4661;5814;6154;6976;6982;7057	9	0
7850	-1;3194;3902;4661;5316;5814;6154;6976;7057	9	0
7851	-1;1348;3194;3902;4661;5316;5814;6154;6976;7057	10	0
7852	-1;1348;1419;3194;4661;5316;5814;6154;6976;7057	10	0
7853	-1;17;1348;1419;3194;4661;5316;5814;6154;7057	10	0
7854	-1;17;1348;1419;1587;3194;4661;5814;6154;7057	10	0
7855	-1;17;1348;1419;1587;3194;3680;4661;5814;6154;7057	11	0
7856	-1;17;1166;1348;1419;1587;3194;4661;5814;6154;7057	11	0
7857	-1;17;1166;1348;1419;1587;3194;4444;5814;6154;7057	11	0
7858	-1;17;1166;1348;1419;1587;2950;3194;4444;5814;6154;7057	12	0
7859	-1;17;1166;1348;1419;1587;1822;2950;4444;5814;6154;7057	12	0
7860	-1;17;1166;1348;1587;1822;2950;4444;5814;6154;6481;7057	12	0
7861	-1;17;1166;1348;1587;1822;2500;2950;5814;6154;6481;7057	12	0
7862	-1;17;1166;1348;1587;1822;2950;5814;6154;6481;7057	11	0
7863	-1;17;1166;1348;1587;1822;2950;3043;5814;6154;7057	11	0
7864	-1;1166;1348;1587;1822;2688;2950;3043;5814;6154;7057	11	0
7865	-1;1166;1348;1587;1822;2688;2950;3043;5814;5895;6154;7057	12	0
7866	-1;1166;1587;1822;2688;2950;3043;5814;5895;6154;7057;7067	12	0
7867	-1;1166;1587;1614;1822;2688;2950;3043;5814;5895;6154;7057	12	0
7868	-1;1166;1614;1822;2688;2950;3043;3731;5814;5895;6154;7057	12	0
7869	-1;79;1166;1614;1822;2688;2950;3043;5814;5895;6154;7057	12	0
7870	-1;1166;1614;1822;2688;2950;3043;5814;5895;6154;6164;7057	12	0
7871	-1;1166;1230;1614;1822;2688;2950;3043;5814;5895;6154;6164;7057	13	0
7872	-1;1166;1230;1614;1822;2688;2950;3043;3766;5814;5895;6154;6164;7057;1614 3766	15	0
7873	-1;1166;1230;1614;1822;2688;2950;3043;3766;5814;5895;6154;6164;7057;1614 3043;1614 3766	16	0
7874	-1;1166;1230;1614;1822;2688;2950;3043;3766;4547;5895;6154;6164;7057;1614 3043;1614 3766	16	0
7875	-1;1166;1230;1614;1822;2950;3043;3766;4547;5165;5895;6154;6164;7057;1614 3043;1614 3766	16	0
7876	-1;817;1166;1230;1614;1822;2950;3043;3766;5165;5895;6154;6164;7057;1614 3043;1614 3766	16	0
7877	-1;817;1166;1230;1614;1822;2950;3043;3766;5165;5895;6154;6164;1614 3043;1614 3766	15	0
7878	-1;817;1166;1230;1614;1822;2950;3043;3766;5165;5895;6164;6236;1614 3043;1614 3766	15	0
7879	-1;817;1230;1614;1822;2950;3043;3766;5165;5350;5895;6164;6236;1614 3043;1614 3766	15	0
7880	-1;817;1230;1614;1822;2950;3043;3766;5165;5350;6164;6236;1614 3043;1614 3766	14	0
7881	-1;817;1230;1614;2950;3043;3766;5165;5350;6164;6236;1614 3043;1614 3766	13	0
7882	-1;817;1230;1614;2950;3043;3766;5165;5350;6164;6236;1614 3043;1614 3766	13	0
7883	-1;817;1230;1614;2950;3043;3766;5165;6164;6236;1614 3043;1614 3766	12	0
7884	-1;191;817;1230;1614;2950;3043;3766;5165;6164;6236;1614 3766	12	0
7885	-1;191;817;1230;1614;2950;3043;3766;5165;6164;6236;7302;1614 3766	13	0
7886	-1;191;1230;1559;1614;2950;3043;3766;5165;6164;6236;7302;1614 3766	13	0
7887	-1;191;1559;1614;2950;3043;3766;4128;5165;6164;6236;7302;1614 3766	13	0
7888	-1;191;1559;1614;2950;3766;4128;5165;6164;6236;7302;1614 3766	12	0
7889	-1;191;1614;2950;3766;4128;5165;6164;6236;7302;1614 3766	11	0
7890	-1;1614;2950;3766;4128;4129;5165;6164;6236;7302;1614 3766	11	0
7891	-1;1614;2950;3766;4065;4128;4129;5165;6236;7302;1614 3766	11	0
7892	-1;1614;2950;3766;4065;4129;5165;6236;7302;1614 3766	10	0
7893	-1;1614;2195;2950;3766;4065;4129;5165;7302;1614 3766	10	0
7894	-1;1614;2195;2950;3766;4129;4613;5165;7302;1614 3766	10	0
7895	-1;1614;2950;3766;4129;4613;5165;7302;1614 3766	9	0
7896	-1;1614;2950;3371;3766;4129;4613;5165;7302	9	0
7897	-1;1614;2950;3371;3766;4613;5165;7302	8	0
7898	-1;1614;2950;3371;3766;5165;5613;7302	8	0
7899	-1;1614;2950;3766;5165;5613;5711;7302	8	0
7900	-1;975;1614;2950;3766;5165;5613;5711;7302	9	0
7901	-1;975;1614;2714;2950;3766;5165;5613;5711;7302	10	0
7902	-1;646;975;1614;2714;2950;3766;5165;5711;7302	10	0
7903	-1;646;975;1614;2714;2950;2983;3766;5165;5711;7302	11	0
7904	-1;646;975;1614;2950;2983;3766;5165;5711;7302	10	0
7905	-1;646;975;1614;2950;2983;3766;5165;5711	9	0
7906	-1;646;975;1614;2950;2983;3766;5711	8	0
7907	-1;50;646;975;1614;2950;2983;3766;5711	9	0
7908	-1;50;646;975;1614;2950;2983;3766;5875	9	0
7909	-1;50;646;824;975;2950;2983;3766;5875	9	0
7910	-1;50;646;824;975;2950;2983;3346;3766;5875	10	0
7911	-1;50;646;824;975;2950;2983;3346;3766;5189;5875	11	0
7912	-1;50;646;824;975;2950;2983;3766;5189;5875	10	0
7913	-1;50;646;824;975;2950;2983;3766;4171;5189;5875	11	0
7914	-1;646;824;975;2950;2983;3766;4171;5189;5875	10	0
7915	-1;646;824;975;2950;2983;3766;3947;4171;5189;5875	11	0
7916	-1;646;824;975;2950;2983;3766;3947;4171;4186;5189;5875	12	0
7917	-1;646;824;2950;2983;3766;3947;4171;4186;4895;5189;5875	12	0
7918	-1;646;824;2496;2950;2983;3766;3947;4171;4186;4895;5189;5875	13	0
7919	-1;30;646;824;2496;2950;2983;3766;3947;4171;4186;4895;5189;5875	14	0
7920	-1;646;824;2496;2950;2983;3766;3947;4171;4186;4895;5189;5875	13	0
7921	-1;646;824;2496;2950;2983;3766;3947;4171;4186;4895;5875	12	0
7922	-1;646;824;1194;2496;2950;2983;3766;3947;4171;4186;4895	12	0
7923	-1;646;824;1194;2496;2983;3766;3947;4171;4186;4895;6135	12	0
7924	-1;646;824;1194;2496;2983;3766;3947;4171;4186;4833;4895	12	0
7925	-1;646;824;1194;2496;2983;3766;3947;4171;4833;4895	11	0
7926	-1;646;824;1194;2496;2983;3766;3947;4171;4833;4895	11	0
7927	-1;646;824;1194;2496;2983;3639;3766;4171;4833;4895	11	0
7928	-1;646;824;1194;2255;2496;2983;3639;3766;4833;4895	11	0
7929	-1;216;646;824;1194;2255;2496;3639;3766;4833;4895	11	0
7930	-1;216;646;824;1194;2255;2496;3639;3766;4833;4895;824 4895	12	0
7931	-1;216;824;1194;1235;2255;2496;3639;3766;4833;4895;824 4895	12	0
7932	-1;216;653;824;1194;1235;2255;2496;3639;3766;4833;4895;824 4895	13	0
7933	-1;216;653;824;1194;1235;2255;2496;3639;4360;4833;4895;824 4895	13	0
7934	-1;216;653;824;1194;1235;2255;3639;4360;4833;4895;824 4895	12	0
7935	-1;216;653;824;1194;1235;2255;4360;4833;4895;824 4895	11	0
7936	-1;216;653;824;1194;1235;2255;4360;4833;4895	10	0
7937	-1;216;653;824;1194;1235;2255;4099;4360;4833;4895	11	0
7938	-1;216;653;824;1194;1235;1920;2255;4099;4360;4833	11	0
7939	-1;653;824;1194;1235;1299;1920;2255;4099;4360;4833	11	0
7940	-1;653;692;824;1194;1235;1299;1920;2255;4099;4360	11	0
7941	-1;653;692;824;1194;1235;1299;1920;3482;4099;4360	11	0
7942	-1;653;692;824;1194;1235;1299;1920;3482;3706;4099;4360	12	0
7943	-1;653;692;1194;1235;1299;1920;3482;3706;4099;4360	11	0
7944	-1;653;692;1194;1235;1299;1920;3482;3706;4360	10	0
7945	-1;653;692;1194;1235;1299;1920;3482;3706;4360;653 692	11	0
7946	-1;653;692;1194;1235;1299;1920;3482;3706;4360;653 692;653 1235	12	0
7947	-1;45;653;692;1194;1235;1299;1920;3706;4360;653 692;653 1235	12	0
7948	-1;45;653;692;1194;1235;1299;1920;3706;4360;653 692;653 1235	12	0
7949	-1;45;653;692;1235;1299;1920;3706;4360;5004;653 692;653 1235	12	0
7950	-1;45;653;692;1235;1299;1920;3706;4360;5004;5251;653 1235	12	0
7951	-1;45;653;692;1235;1299;1920;3706;4360;4540;5004;5251	12	0
7952	-1;45;653;692;1235;1299;1920;3706;4540;4912;5004;5251	12	0
7953	-1;45;653;692;1235;1299;1920;3706;4912;5004;5251;6507	12	0
7954	-1;45;653;692;1094;1235;1920;3706;4912;5004;5251;6507	12	0
7955	-1;45;653;692;1094;1235;1920;3706;4912;5004;6507	11	0
7956	-1;45;653;655;692;1094;1235;1920;4912;5004;6507	11	0
7957	-1;45;653;692;1094;1235;1920;4912;5004;6507	10	0
7958	-1;45;653;692;1094;1235;1920;2402;4912;6507	10	0
7959	-1;45;653;692;1235;1920;2402;3947;4912;6507	10	0
7960	-1;45;653;1235;1920;2402;3503;3947;4912;6507	10	0
7961	-1;45;653;1920;2402;3503;3947;4912;6507;6967	10	0
7962	-1;45;1920;2402;3503;3947;4912;5911;6507;6967	10	0
7963	-1;45;1920;2402;3503;4904;4912;5911;6507;6967	10	0
7964	-1;45;1920;2402;3503;4904;4912;5399;6507;6967	10	0
7965	-1;45;1920;2402;3503;4835;4904;4912;5399;6507;6967	11	0
7966	-1;45;1920;2402;4835;4904;4912;5327;5399;6507;6967	11	0
