MODEL	MAINEFFS	MLE_BETA	SE	Z_MEAN	A_MEAN	PRIOR_BETA	SE	ADD_PROB
7435	126	0	0	0	0	0	0	0.5
7435	3306	0	0	0	0	0	0	0.5
7435	7370	0	0	0	0	0	0	0.5
7435	4184	0	0	0	0	0	0	0.5
7435	4047	0	0	0	0	0	0	0.5
7435	7090	0	0	0	0	0	0	0.5
7435	1724	0	0	0	0	0	0	0.5
7435	4717	0	0	0	0	0	0	0.5
7436	-1	0	0	0	0	0	0	0
7436	4756	0	0	0	0	0	0	0.5
7436	126	0	0	0	0	0	0	0.5
7436	3306	0	0	0	0	0	0	0.5
7436	7370	0	0	0	0	0	0	0.5
7436	4184	0	0	0	0	0	0	0.5
7436	4047	0	0	0	0	0	0	0.5
7436	7090	0	0	0	0	0	0	0.5
7436	1724	0	0	0	0	0	0	0.5
7436	2007	0	0	0	0	0	0	0.5
7437	-1	0	0	0	0	0	0	0
7437	4756	0	0	0	0	0	0	0.5
7437	2007	0	0	0	0	0	0	0.5
7437	3306	0	0	0	0	0	0	0.5
7437	7370	0	0	0	0	0	0	0.5
7437	4184	0	0	0	0	0	0	0.5
7437	4047	0	0	0	0	0	0	0.5
7437	7090	0	0	0	0	0	0	0.5
7437	1724	0	0	0	0	0	0	0.5
7438	-1	0	0	0	0	0	0	0
7438	4756	0	0	0	0	0	0	0.5
7438	2007	0	0	0	0	0	0	0.5
7438	3306	0	0	0	0	0	0	0.5
7438	7370	0	0	0	0	0	0	0.5
7438	4184	0	0	0	0	0	0	0.5
7438	1724	0	0	0	0	0	0	0.5
7438	7090	0	0	0	0	0	0	0.5
7439	-1	0	0	0	0	0	0	0
7439	4756	0	0	0	0	0	0	0.5
7439	2007	0	0	0	0	0	0	0.5
7439	3306	0	0	0	0	0	0	0.5
7439	7370	0	0	0	0	0	0	0.5
7439	4184	0	0	0	0	0	0	0.5
7439	1724	0	0	0	0	0	0	0.5
7440	-1	0	0	0	0	0	0	0
7440	4756	0	0	0	0	0	0	0.5
7440	2007	0	0	0	0	0	0	0.5
7440	3306	0	0	0	0	0	0	0.5
7440	7370	0	0	0	0	0	0	0.5
7440	4184	0	0	0	0	0	0	0.5
7440	1724	0	0	0	0	0	0	0.5
7440	90	0	0	0	0	0	0	0.5
7441	-1	0	0	0	0	0	0	0
7441	4756	0	0	0	0	0	0	0.5
7441	2007	0	0	0	0	0	0	0.5
7441	3306	0	0	0	0	0	0	0.5
7441	6667	0	0	0	0	0	0	0.5
7441	4184	0	0	0	0	0	0	0.5
7441	1724	0	0	0	0	0	0	0.5
7441	90	0	0	0	0	0	0	0.5
7442	-1	0	0	0	0	0	0	0
7442	4756	0	0	0	0	0	0	0.5
7442	2007	0	0	0	0	0	0	0.5
7442	3306	0	0	0	0	0	0	0.5
7442	6667	0	0	0	0	0	0	0.5
7442	4184	0	0	0	0	0	0	0.5
7442	1724	0	0	0	0	0	0	0.5
7442	715	0	0	0	0	0	0	0.5
7443	-1	0	0	0	0	0	0	0
7443	4756	0	0	0	0	0	0	0.5
7443	6620	0	0	0	0	0	0	0.5
7443	3306	0	0	0	0	0	0	0.5
7443	6667	0	0	0	0	0	0	0.5
7443	4184	0	0	0	0	0	0	0.5
7443	1724	0	0	0	0	0	0	0.5
7443	715	0	0	0	0	0	0	0.5
7444	-1	0	0	0	0	0	0	0
7444	4756	0	0	0	0	0	0	0.5
7444	6620	0	0	0	0	0	0	0.5
7444	3306	0	0	0	0	0	0	0.5
7444	6667	0	0	0	0	0	0	0.5
7444	4184	0	0	0	0	0	0	0.5
7444	1724	0	0	0	0	0	0	0.5
7444	715	0	0	0	0	0	0	0.5
7445	-1	0	0	0	0	0	0	0
7445	4756	0	0	0	0	0	0	0.5
7445	6620	0	0	0	0	0	0	0.5
7445	3306	0	0	0	0	0	0	0.5
7445	715	0	0	0	0	0	0	0.5
7445	4184	0	0	0	0	0	0	0.5
7445	1724	0	0	0	0	0	0	0.5
7446	-1	0	0	0	0	0	0	0
7446	4756	0	0	0	0	0	0	0.5
7446	6620	0	0	0	0	0	0	0.5
7446	3306	0	0	0	0	0	0	0.5
7446	715	0	0	0	0	0	0	0.5
7446	4184	0	0	0	0	0	0	0.5
7446	1724	0	0	0	0	0	0	0.5
7447	-1	0	0	0	0	0	0	0
7447	4756	0	0	0	0	0	0	0.5
7447	6620	0	0	0	0	0	0	0.5
7447	3306	0	0	0	0	0	0	0.5
7447	715	0	0	0	0	0	0	0.5
7447	4184	0	0	0	0	0	0	0.5
7447	1724	0	0	0	0	0	0	0.5
7447	2415	0	0	0	0	0	0	0.5
7448	-1	0	0	0	0	0	0	0
7448	4756	0	0	0	0	0	0	0.5
7448	6620	0	0	0	0	0	0	0.5
7448	3306	0	0	0	0	0	0	0.5
7448	2415	0	0	0	0	0	0	0.5
7448	4184	0	0	0	0	0	0	0.5
7448	1724	0	0	0	0	0	0	0.5
7449	-1	0	0	0	0	0	0	0
7449	4756	0	0	0	0	0	0	0.5
7449	6620	0	0	0	0	0	0	0.5
7449	3306	0	0	0	0	0	0	0.5
7449	2415	0	0	0	0	0	0	0.5
7449	5697	0	0	0	0	0	0	0.5
7449	1724	0	0	0	0	0	0	0.5
7450	-1	0	0	0	0	0	0	0
7450	4756	0	0	0	0	0	0	0.5
7450	6620	0	0	0	0	0	0	0.5
7450	3306	0	0	0	0	0	0	0.5
7450	2415	0	0	0	0	0	0	0.5
7450	5697	0	0	0	0	0	0	0.5
7450	1724	0	0	0	0	0	0	0.5
7450	1736	0	0	0	0	0	0	0.5
7451	-1	0	0	0	0	0	0	0
7451	4756	0	0	0	0	0	0	0.5
7451	6620	0	0	0	0	0	0	0.5
7451	3306	0	0	0	0	0	0	0.5
7451	2415	0	0	0	0	0	0	0.5
7451	5697	0	0	0	0	0	0	0.5
7451	1724	0	0	0	0	0	0	0.5
7451	1736	0	0	0	0	0	0	0.5
7451	4643	0	0	0	0	0	0	0.5
7452	-1	0	0	0	0	0	0	0
7452	4756	0	0	0	0	0	0	0.5
7452	6620	0	0	0	0	0	0	0.5
7452	3306	0	0	0	0	0	0	0.5
7452	2415	0	0	0	0	0	0	0.5
7452	5697	0	0	0	0	0	0	0.5
7452	1724	0	0	0	0	0	0	0.5
7452	1736	0	0	0	0	0	0	0.5
7452	4643	0	0	0	0	0	0	0.5
7452	5851	0	0	0	0	0	0	0.5
7453	-1	0	0	0	0	0	0	0
7453	4756	0	0	0	0	0	0	0.5
7453	6620	0	0	0	0	0	0	0.5
7453	3306	0	0	0	0	0	0	0.5
7453	2415	0	0	0	0	0	0	0.5
7453	5697	0	0	0	0	0	0	0.5
7453	1724	0	0	0	0	0	0	0.5
7453	1736	0	0	0	0	0	0	0.5
7453	37	0	0	0	0	0	0	0.5
7453	5851	0	0	0	0	0	0	0.5
7454	-1	0	0	0	0	0	0	0
7454	7236	0	0	0	0	0	0	0.5
7454	6620	0	0	0	0	0	0	0.5
7454	3306	0	0	0	0	0	0	0.5
7454	2415	0	0	0	0	0	0	0.5
7454	5697	0	0	0	0	0	0	0.5
7454	1724	0	0	0	0	0	0	0.5
7454	1736	0	0	0	0	0	0	0.5
7454	37	0	0	0	0	0	0	0.5
7454	5851	0	0	0	0	0	0	0.5
7455	-1	0	0	0	0	0	0	0
7455	7236	0	0	0	0	0	0	0.5
7455	6620	0	0	0	0	0	0	0.5
7455	3306	0	0	0	0	0	0	0.5
7455	2415	0	0	0	0	0	0	0.5
7455	5697	0	0	0	0	0	0	0.5
7455	1724	0	0	0	0	0	0	0.5
7455	1736	0	0	0	0	0	0	0.5
7455	37	0	0	0	0	0	0	0.5
7455	5851	0	0	0	0	0	0	0.5
7456	-1	0	0	0	0	0	0	0
7456	7236	0	0	0	0	0	0	0.5
7456	6620	0	0	0	0	0	0	0.5
7456	3306	0	0	0	0	0	0	0.5
7456	2415	0	0	0	0	0	0	0.5
7456	5697	0	0	0	0	0	0	0.5
7456	1724	0	0	0	0	0	0	0.5
7456	1736	0	0	0	0	0	0	0.5
7456	3195	0	0	0	0	0	0	0.5
7456	5851	0	0	0	0	0	0	0.5
7457	-1	0	0	0	0	0	0	0
7457	7236	0	0	0	0	0	0	0.5
7457	6620	0	0	0	0	0	0	0.5
7457	3306	0	0	0	0	0	0	0.5
7457	2415	0	0	0	0	0	0	0.5
7457	7232	0	0	0	0	0	0	0.5
7457	1724	0	0	0	0	0	0	0.5
7457	1736	0	0	0	0	0	0	0.5
7457	3195	0	0	0	0	0	0	0.5
7457	5851	0	0	0	0	0	0	0.5
7458	-1	0	0	0	0	0	0	0
7458	7236	0	0	0	0	0	0	0.5
7458	6620	0	0	0	0	0	0	0.5
7458	3306	0	0	0	0	0	0	0.5
7458	2415	0	0	0	0	0	0	0.5
7458	7232	0	0	0	0	0	0	0.5
7458	1724	0	0	0	0	0	0	0.5
7458	1736	0	0	0	0	0	0	0.5
7458	3195	0	0	0	0	0	0	0.5
7458	5851	0	0	0	0	0	0	0.5
7458	2208	0	0	0	0	0	0	0.5
7459	-1	0	0	0	0	0	0	0
7459	7236	0	0	0	0	0	0	0.5
7459	6620	0	0	0	0	0	0	0.5
7459	3306	0	0	0	0	0	0	0.5
7459	2415	0	0	0	0	0	0	0.5
7459	7232	0	0	0	0	0	0	0.5
7459	2208	0	0	0	0	0	0	0.5
7459	1736	0	0	0	0	0	0	0.5
7459	3195	0	0	0	0	0	0	0.5
7459	5851	0	0	0	0	0	0	0.5
7460	-1	0	0	0	0	0	0	0
7460	7236	0	0	0	0	0	0	0.5
7460	6620	0	0	0	0	0	0	0.5
7460	3306	0	0	0	0	0	0	0.5
7460	2415	0	0	0	0	0	0	0.5
7460	7232	0	0	0	0	0	0	0.5
7460	2208	0	0	0	0	0	0	0.5
7460	1736	0	0	0	0	0	0	0.5
7460	3195	0	0	0	0	0	0	0.5
7460	3847	0	0	0	0	0	0	0.5
7461	-1	0	0	0	0	0	0	0
7461	7236	0	0	0	0	0	0	0.5
7461	6620	0	0	0	0	0	0	0.5
7461	3306	0	0	0	0	0	0	0.5
7461	2415	0	0	0	0	0	0	0.5
7461	7232	0	0	0	0	0	0	0.5
7461	2208	0	0	0	0	0	0	0.5
7461	1736	0	0	0	0	0	0	0.5
7461	3195	0	0	0	0	0	0	0.5
7461	3847	0	0	0	0	0	0	0.5
7461	19	0	0	0	0	0	0	0.5
7462	-1	0	0	0	0	0	0	0
7462	7236	0	0	0	0	0	0	0.5
7462	6620	0	0	0	0	0	0	0.5
7462	3306	0	0	0	0	0	0	0.5
7462	2415	0	0	0	0	0	0	0.5
7462	2345	0	0	0	0	0	0	0.5
7462	2208	0	0	0	0	0	0	0.5
7462	1736	0	0	0	0	0	0	0.5
7462	3195	0	0	0	0	0	0	0.5
7462	3847	0	0	0	0	0	0	0.5
7462	19	0	0	0	0	0	0	0.5
7463	-1	0	0	0	0	0	0	0
7463	7236	0	0	0	0	0	0	0.5
7463	6620	0	0	0	0	0	0	0.5
7463	3306	0	0	0	0	0	0	0.5
7463	2415	0	0	0	0	0	0	0.5
7463	2345	0	0	0	0	0	0	0.5
7463	2208	0	0	0	0	0	0	0.5
7463	1736	0	0	0	0	0	0	0.5
7463	3195	0	0	0	0	0	0	0.5
7463	19	0	0	0	0	0	0	0.5
7464	-1	0	0	0	0	0	0	0
7464	7236	0	0	0	0	0	0	0.5
7464	6620	0	0	0	0	0	0	0.5
7464	3306	0	0	0	0	0	0	0.5
7464	2415	0	0	0	0	0	0	0.5
7464	4247	0	0	0	0	0	0	0.5
7464	2208	0	0	0	0	0	0	0.5
7464	1736	0	0	0	0	0	0	0.5
7464	3195	0	0	0	0	0	0	0.5
7464	19	0	0	0	0	0	0	0.5
7465	-1	0	0	0	0	0	0	0
7465	7236	0	0	0	0	0	0	0.5
7465	6620	0	0	0	0	0	0	0.5
7465	3306	0	0	0	0	0	0	0.5
7465	2415	0	0	0	0	0	0	0.5
7465	4247	0	0	0	0	0	0	0.5
7465	2208	0	0	0	0	0	0	0.5
7465	1736	0	0	0	0	0	0	0.5
7465	3195	0	0	0	0	0	0	0.5
7465	19	0	0	0	0	0	0	0.5
7465	1853	0	0	0	0	0	0	0.5
7466	-1	0	0	0	0	0	0	0
7466	7236	0	0	0	0	0	0	0.5
7466	6620	0	0	0	0	0	0	0.5
7466	3306	0	0	0	0	0	0	0.5
7466	2415	0	0	0	0	0	0	0.5
7466	4247	0	0	0	0	0	0	0.5
7466	2208	0	0	0	0	0	0	0.5
7466	1736	0	0	0	0	0	0	0.5
7466	3195	0	0	0	0	0	0	0.5
7466	19	0	0	0	0	0	0	0.5
7466	1853	0	0	0	0	0	0	0.5
7466	3220	0	0	0	0	0	0	0.5
7467	-1	0	0	0	0	0	0	0
7467	7236	0	0	0	0	0	0	0.5
7467	6620	0	0	0	0	0	0	0.5
7467	2996	0	0	0	0	0	0	0.5
7467	2415	0	0	0	0	0	0	0.5
7467	4247	0	0	0	0	0	0	0.5
7467	2208	0	0	0	0	0	0	0.5
7467	1736	0	0	0	0	0	0	0.5
7467	3195	0	0	0	0	0	0	0.5
7467	19	0	0	0	0	0	0	0.5
7467	1853	0	0	0	0	0	0	0.5
7467	3220	0	0	0	0	0	0	0.5
7468	-1	0	0	0	0	0	0	0
7468	7236	0	0	0	0	0	0	0.5
7468	6620	0	0	0	0	0	0	0.5
7468	2996	0	0	0	0	0	0	0.5
7468	2415	0	0	0	0	0	0	0.5
7468	4247	0	0	0	0	0	0	0.5
7468	2208	0	0	0	0	0	0	0.5
7468	1736	0	0	0	0	0	0	0.5
7468	3195	0	0	0	0	0	0	0.5
7468	19	0	0	0	0	0	0	0.5
7468	3220	0	0	0	0	0	0	0.5
7469	-1	0	0	0	0	0	0	0
7469	7236	0	0	0	0	0	0	0.5
7469	6620	0	0	0	0	0	0	0.5
7469	2996	0	0	0	0	0	0	0.5
7469	2415	0	0	0	0	0	0	0.5
7469	4247	0	0	0	0	0	0	0.5
7469	2208	0	0	0	0	0	0	0.5
7469	1736	0	0	0	0	0	0	0.5
7469	3195	0	0	0	0	0	0	0.5
7469	3220	0	0	0	0	0	0	0.5
7470	-1	0	0	0	0	0	0	0
7470	7236	0	0	0	0	0	0	0.5
7470	6620	0	0	0	0	0	0	0.5
7470	2996	0	0	0	0	0	0	0.5
7470	2415	0	0	0	0	0	0	0.5
7470	4247	0	0	0	0	0	0	0.5
7470	2208	0	0	0	0	0	0	0.5
7470	1736	0	0	0	0	0	0	0.5
7470	3195	0	0	0	0	0	0	0.5
7470	3220	0	0	0	0	0	0	0.5
7470	4981	0	0	0	0	0	0	0.5
7471	-1	0	0	0	0	0	0	0
7471	7236	0	0	0	0	0	0	0.5
7471	6620	0	0	0	0	0	0	0.5
7471	2996	0	0	0	0	0	0	0.5
7471	2415	0	0	0	0	0	0	0.5
7471	4247	0	0	0	0	0	0	0.5
7471	2208	0	0	0	0	0	0	0.5
7471	1736	0	0	0	0	0	0	0.5
7471	3195	0	0	0	0	0	0	0.5
7471	3220	0	0	0	0	0	0	0.5
7471	4981	0	0	0	0	0	0	0.5
7471	2183	0	0	0	0	0	0	0.5
7472	-1	0	0	0	0	0	0	0
7472	7236	0	0	0	0	0	0	0.5
7472	6620	0	0	0	0	0	0	0.5
7472	2996	0	0	0	0	0	0	0.5
7472	2415	0	0	0	0	0	0	0.5
7472	4247	0	0	0	0	0	0	0.5
7472	2208	0	0	0	0	0	0	0.5
7472	1736	0	0	0	0	0	0	0.5
7472	3195	0	0	0	0	0	0	0.5
7472	2183	0	0	0	0	0	0	0.5
7472	4981	0	0	0	0	0	0	0.5
7473	-1	0	0	0	0	0	0	0
7473	2392	0	0	0	0	0	0	0.5
7473	6620	0	0	0	0	0	0	0.5
7473	2996	0	0	0	0	0	0	0.5
7473	2415	0	0	0	0	0	0	0.5
7473	4247	0	0	0	0	0	0	0.5
7473	2208	0	0	0	0	0	0	0.5
7473	1736	0	0	0	0	0	0	0.5
7473	3195	0	0	0	0	0	0	0.5
7473	2183	0	0	0	0	0	0	0.5
7473	4981	0	0	0	0	0	0	0.5
7474	-1	0	0	0	0	0	0	0
7474	2392	0	0	0	0	0	0	0.5
7474	450	0	0	0	0	0	0	0.5
7474	2996	0	0	0	0	0	0	0.5
7474	2415	0	0	0	0	0	0	0.5
7474	4247	0	0	0	0	0	0	0.5
7474	2208	0	0	0	0	0	0	0.5
7474	1736	0	0	0	0	0	0	0.5
7474	3195	0	0	0	0	0	0	0.5
7474	2183	0	0	0	0	0	0	0.5
7474	4981	0	0	0	0	0	0	0.5
7475	-1	0	0	0	0	0	0	0
7475	2392	0	0	0	0	0	0	0.5
7475	450	0	0	0	0	0	0	0.5
7475	2996	0	0	0	0	0	0	0.5
7475	2415	0	0	0	0	0	0	0.5
7475	4247	0	0	0	0	0	0	0.5
7475	4981	0	0	0	0	0	0	0.5
7475	1736	0	0	0	0	0	0	0.5
7475	3195	0	0	0	0	0	0	0.5
7475	2183	0	0	0	0	0	0	0.5
7476	-1	0	0	0	0	0	0	0
7476	2392	0	0	0	0	0	0	0.5
7476	450	0	0	0	0	0	0	0.5
7476	2996	0	0	0	0	0	0	0.5
7476	2415	0	0	0	0	0	0	0.5
7476	4247	0	0	0	0	0	0	0.5
7476	4981	0	0	0	0	0	0	0.5
7476	1736	0	0	0	0	0	0	0.5
7476	3195	0	0	0	0	0	0	0.5
7476	2183	0	0	0	0	0	0	0.5
7476	430	0	0	0	0	0	0	0.5
7477	-1	0	0	0	0	0	0	0
7477	2392	0	0	0	0	0	0	0.5
7477	450	0	0	0	0	0	0	0.5
7477	2996	0	0	0	0	0	0	0.5
7477	430	0	0	0	0	0	0	0.5
7477	4247	0	0	0	0	0	0	0.5
7477	4981	0	0	0	0	0	0	0.5
7477	1736	0	0	0	0	0	0	0.5
7477	3195	0	0	0	0	0	0	0.5
7477	2183	0	0	0	0	0	0	0.5
7478	-1	0	0	0	0	0	0	0
7478	2392	0	0	0	0	0	0	0.5
7478	450	0	0	0	0	0	0	0.5
7478	2996	0	0	0	0	0	0	0.5
7478	430	0	0	0	0	0	0	0.5
7478	4247	0	0	0	0	0	0	0.5
7478	4981	0	0	0	0	0	0	0.5
7478	1736	0	0	0	0	0	0	0.5
7478	3195	0	0	0	0	0	0	0.5
7479	-1	0	0	0	0	0	0	0
7479	2392	0	0	0	0	0	0	0.5
7479	450	0	0	0	0	0	0	0.5
7479	5617	0	0	0	0	0	0	0.5
7479	430	0	0	0	0	0	0	0.5
7479	4247	0	0	0	0	0	0	0.5
7479	4981	0	0	0	0	0	0	0.5
7479	1736	0	0	0	0	0	0	0.5
7479	3195	0	0	0	0	0	0	0.5
7480	-1	0	0	0	0	0	0	0
7480	2392	0	0	0	0	0	0	0.5
7480	450	0	0	0	0	0	0	0.5
7480	5617	0	0	0	0	0	0	0.5
7480	430	0	0	0	0	0	0	0.5
7480	4247	0	0	0	0	0	0	0.5
7480	4981	0	0	0	0	0	0	0.5
7480	1736	0	0	0	0	0	0	0.5
7480	777	0	0	0	0	0	0	0.5
7481	-1	0	0	0	0	0	0	0
7481	2392	0	0	0	0	0	0	0.5
7481	450	0	0	0	0	0	0	0.5
7481	5617	0	0	0	0	0	0	0.5
7481	430	0	0	0	0	0	0	0.5
7481	4247	0	0	0	0	0	0	0.5
7481	4981	0	0	0	0	0	0	0.5
7481	1736	0	0	0	0	0	0	0.5
7481	777	0	0	0	0	0	0	0.5
7481	450 4247	0	0	0	0	0	0	0.5
7482	-1	0	0	0	0	0	0	0
7482	2392	0	0	0	0	0	0	0.5
7482	450	0	0	0	0	0	0	0.5
7482	5617	0	0	0	0	0	0	0.5
7482	430	0	0	0	0	0	0	0.5
7482	4247	0	0	0	0	0	0	0.5
7482	4981	0	0	0	0	0	0	0.5
7482	1736	0	0	0	0	0	0	0.5
7482	777	0	0	0	0	0	0	0.5
7482	450 4247	0	0	0	0	0	0	0.5
7483	-1	0	0	0	0	0	0	0
7483	2392	0	0	0	0	0	0	0.5
7483	450	0	0	0	0	0	0	0.5
7483	5617	0	0	0	0	0	0	0.5
7483	430	0	0	0	0	0	0	0.5
7483	4247	0	0	0	0	0	0	0.5
7483	4981	0	0	0	0	0	0	0.5
7483	1736	0	0	0	0	0	0	0.5
7483	777	0	0	0	0	0	0	0.5
7484	-1	0	0	0	0	0	0	0
7484	2392	0	0	0	0	0	0	0.5
7484	450	0	0	0	0	0	0	0.5
7484	5617	0	0	0	0	0	0	0.5
7484	777	0	0	0	0	0	0	0.5
7484	4247	0	0	0	0	0	0	0.5
7484	4981	0	0	0	0	0	0	0.5
7484	1736	0	0	0	0	0	0	0.5
7485	-1	0	0	0	0	0	0	0
7485	2392	0	0	0	0	0	0	0.5
7485	450	0	0	0	0	0	0	0.5
7485	1736	0	0	0	0	0	0	0.5
7485	777	0	0	0	0	0	0	0.5
7485	4247	0	0	0	0	0	0	0.5
7485	4981	0	0	0	0	0	0	0.5
7486	-1	0	0	0	0	0	0	0
7486	2392	0	0	0	0	0	0	0.5
7486	450	0	0	0	0	0	0	0.5
7486	5308	0	0	0	0	0	0	0.5
7486	777	0	0	0	0	0	0	0.5
7486	4247	0	0	0	0	0	0	0.5
7486	4981	0	0	0	0	0	0	0.5
7487	-1	0	0	0	0	0	0	0
7487	2392	0	0	0	0	0	0	0.5
7487	450	0	0	0	0	0	0	0.5
7487	3275	0	0	0	0	0	0	0.5
7487	777	0	0	0	0	0	0	0.5
7487	4247	0	0	0	0	0	0	0.5
7487	4981	0	0	0	0	0	0	0.5
7488	-1	0	0	0	0	0	0	0
7488	2392	0	0	0	0	0	0	0.5
7488	450	0	0	0	0	0	0	0.5
7488	2055	0	0	0	0	0	0	0.5
7488	777	0	0	0	0	0	0	0.5
7488	4247	0	0	0	0	0	0	0.5
7488	4981	0	0	0	0	0	0	0.5
7489	-1	0	0	0	0	0	0	0
7489	2392	0	0	0	0	0	0	0.5
7489	7079	0	0	0	0	0	0	0.5
7489	2055	0	0	0	0	0	0	0.5
7489	777	0	0	0	0	0	0	0.5
7489	4247	0	0	0	0	0	0	0.5
7489	4981	0	0	0	0	0	0	0.5
7490	-1	0	0	0	0	0	0	0
7490	2392	0	0	0	0	0	0	0.5
7490	7079	0	0	0	0	0	0	0.5
7490	2055	0	0	0	0	0	0	0.5
7490	777	0	0	0	0	0	0	0.5
7490	4247	0	0	0	0	0	0	0.5
7490	4981	0	0	0	0	0	0	0.5
7491	-1	0	0	0	0	0	0	0
7491	2392	0	0	0	0	0	0	0.5
7491	7079	0	0	0	0	0	0	0.5
7491	2055	0	0	0	0	0	0	0.5
7491	777	0	0	0	0	0	0	0.5
7491	4247	0	0	0	0	0	0	0.5
7491	4981	0	0	0	0	0	0	0.5
7491	5289	0	0	0	0	0	0	0.5
7492	-1	0	0	0	0	0	0	0
7492	2392	0	0	0	0	0	0	0.5
7492	7079	0	0	0	0	0	0	0.5
7492	6400	0	0	0	0	0	0	0.5
7492	777	0	0	0	0	0	0	0.5
7492	4247	0	0	0	0	0	0	0.5
7492	4981	0	0	0	0	0	0	0.5
7492	5289	0	0	0	0	0	0	0.5
7493	-1	0	0	0	0	0	0	0
7493	2392	0	0	0	0	0	0	0.5
7493	7079	0	0	0	0	0	0	0.5
7493	6400	0	0	0	0	0	0	0.5
7493	777	0	0	0	0	0	0	0.5
7493	4247	0	0	0	0	0	0	0.5
7493	4981	0	0	0	0	0	0	0.5
7493	5289	0	0	0	0	0	0	0.5
7493	413	0	0	0	0	0	0	0.5
7494	-1	0	0	0	0	0	0	0
7494	2392	0	0	0	0	0	0	0.5
7494	7079	0	0	0	0	0	0	0.5
7494	6400	0	0	0	0	0	0	0.5
7494	413	0	0	0	0	0	0	0.5
7494	4247	0	0	0	0	0	0	0.5
7494	4981	0	0	0	0	0	0	0.5
7494	5289	0	0	0	0	0	0	0.5
7495	-1	0	0	0	0	0	0	0
7495	2392	0	0	0	0	0	0	0.5
7495	7079	0	0	0	0	0	0	0.5
7495	5355	0	0	0	0	0	0	0.5
7495	413	0	0	0	0	0	0	0.5
7495	4247	0	0	0	0	0	0	0.5
7495	4981	0	0	0	0	0	0	0.5
7495	5289	0	0	0	0	0	0	0.5
7496	-1	0	0	0	0	0	0	0
7496	2392	0	0	0	0	0	0	0.5
7496	7079	0	0	0	0	0	0	0.5
7496	5355	0	0	0	0	0	0	0.5
7496	6479	0	0	0	0	0	0	0.5
7496	4247	0	0	0	0	0	0	0.5
7496	4981	0	0	0	0	0	0	0.5
7496	5289	0	0	0	0	0	0	0.5
7497	-1	0	0	0	0	0	0	0
7497	2392	0	0	0	0	0	0	0.5
7497	7079	0	0	0	0	0	0	0.5
7497	5355	0	0	0	0	0	0	0.5
7497	6479	0	0	0	0	0	0	0.5
7497	4247	0	0	0	0	0	0	0.5
7497	5289	0	0	0	0	0	0	0.5
7498	-1	0	0	0	0	0	0	0
7498	2392	0	0	0	0	0	0	0.5
7498	7079	0	0	0	0	0	0	0.5
7498	5355	0	0	0	0	0	0	0.5
7498	6479	0	0	0	0	0	0	0.5
7498	4247	0	0	0	0	0	0	0.5
7498	5289	0	0	0	0	0	0	0.5
7498	2964	0	0	0	0	0	0	0.5
7499	-1	0	0	0	0	0	0	0
7499	2392	0	0	0	0	0	0	0.5
7499	7079	0	0	0	0	0	0	0.5
7499	1486	0	0	0	0	0	0	0.5
7499	6479	0	0	0	0	0	0	0.5
7499	4247	0	0	0	0	0	0	0.5
7499	5289	0	0	0	0	0	0	0.5
7499	2964	0	0	0	0	0	0	0.5
7500	-1	0	0	0	0	0	0	0
7500	2392	0	0	0	0	0	0	0.5
7500	7079	0	0	0	0	0	0	0.5
7500	1486	0	0	0	0	0	0	0.5
7500	6479	0	0	0	0	0	0	0.5
7500	4247	0	0	0	0	0	0	0.5
7500	5289	0	0	0	0	0	0	0.5
7500	2964	0	0	0	0	0	0	0.5
7500	3339	0	0	0	0	0	0	0.5
7501	-1	0	0	0	0	0	0	0
7501	2392	0	0	0	0	0	0	0.5
7501	7079	0	0	0	0	0	0	0.5
7501	1486	0	0	0	0	0	0	0.5
7501	6479	0	0	0	0	0	0	0.5
7501	4247	0	0	0	0	0	0	0.5
7501	5289	0	0	0	0	0	0	0.5
7501	6426	0	0	0	0	0	0	0.5
7501	3339	0	0	0	0	0	0	0.5
7502	-1	0	0	0	0	0	0	0
7502	2392	0	0	0	0	0	0	0.5
7502	7079	0	0	0	0	0	0	0.5
7502	1486	0	0	0	0	0	0	0.5
7502	6479	0	0	0	0	0	0	0.5
7502	4247	0	0	0	0	0	0	0.5
7502	5289	0	0	0	0	0	0	0.5
7502	7228	0	0	0	0	0	0	0.5
7502	3339	0	0	0	0	0	0	0.5
7503	-1	0	0	0	0	0	0	0
7503	2392	0	0	0	0	0	0	0.5
7503	7079	0	0	0	0	0	0	0.5
7503	1486	0	0	0	0	0	0	0.5
7503	6479	0	0	0	0	0	0	0.5
7503	4247	0	0	0	0	0	0	0.5
7503	5289	0	0	0	0	0	0	0.5
7503	3339	0	0	0	0	0	0	0.5
7504	-1	0	0	0	0	0	0	0
7504	2392	0	0	0	0	0	0	0.5
7504	7079	0	0	0	0	0	0	0.5
7504	1486	0	0	0	0	0	0	0.5
7504	5984	0	0	0	0	0	0	0.5
7504	4247	0	0	0	0	0	0	0.5
7504	5289	0	0	0	0	0	0	0.5
7504	3339	0	0	0	0	0	0	0.5
7505	-1	0	0	0	0	0	0	0
7505	2392	0	0	0	0	0	0	0.5
7505	7079	0	0	0	0	0	0	0.5
7505	1486	0	0	0	0	0	0	0.5
7505	5984	0	0	0	0	0	0	0.5
7505	4247	0	0	0	0	0	0	0.5
7505	5289	0	0	0	0	0	0	0.5
7505	3339	0	0	0	0	0	0	0.5
7505	1413	0	0	0	0	0	0	0.5
7505	1413 2392	0	0	0	0	0	0	0.5
