MODEL	VAR_ID	POST_BETA	POST_SE	MAINEFFS
9576	4721	0	0	1286
9576	2340	0	0	1345
9576	36	0	0	1974
9576	2492	0	0	2359
9576	101	0	0	2515
9576	4718	0	0	4316
9576	4555	0	0	6403
9577	0	0	0	-1
9577	4481	0	0	223
9577	3277	0	0	539
9577	1561	0	0	577
9577	2415	0	0	761
9577	1636	0	0	999
9577	3940	0	0	1268
9577	4721	0	0	1286
9577	2340	0	0	1345
9577	36	0	0	1974
9577	101	0	0	2515
9577	4718	0	0	4316
9577	4722	0	0	5769
9577	4555	0	0	6403
9578	0	0	0	-1
9578	4481	0	0	223
9578	3277	0	0	539
9578	1561	0	0	577
9578	2415	0	0	761
9578	1636	0	0	999
9578	3940	0	0	1268
9578	4721	0	0	1286
9578	2340	0	0	1345
9578	36	0	0	1974
9578	101	0	0	2515
9578	4722	0	0	5769
9578	4406	0	0	5834
9578	4555	0	0	6403
9579	0	0	0	-1
9579	4481	0	0	223
9579	3277	0	0	539
9579	1561	0	0	577
9579	2415	0	0	761
9579	1636	0	0	999
9579	3940	0	0	1268
9579	4721	0	0	1286
9579	36	0	0	1974
9579	101	0	0	2515
9579	1562	0	0	3981
9579	4722	0	0	5769
9579	4406	0	0	5834
9579	4555	0	0	6403
9580	0	0	0	-1
9580	4481	0	0	223
9580	3277	0	0	539
9580	1561	0	0	577
9580	2415	0	0	761
9580	1636	0	0	999
9580	3940	0	0	1268
9580	4721	0	0	1286
9580	36	0	0	1974
9580	101	0	0	2515
9580	1562	0	0	3981
9580	4722	0	0	5769
9580	4555	0	0	6403
9581	0	0	0	-1
9581	4481	0	0	223
9581	3277	0	0	539
9581	1561	0	0	577
9581	2415	0	0	761
9581	1636	0	0	999
9581	3940	0	0	1268
9581	4721	0	0	1286
9581	36	0	0	1974
9581	101	0	0	2515
9581	886	0	0	5248
9581	4722	0	0	5769
9581	4555	0	0	6403
9582	0	0	0	-1
9582	4481	0	0	223
9582	3277	0	0	539
9582	1561	0	0	577
9582	2415	0	0	761
9582	1636	0	0	999
9582	3940	0	0	1268
9582	4721	0	0	1286
9582	36	0	0	1974
9582	101	0	0	2515
9582	886	0	0	5248
9582	1277	0	0	5501
9582	4555	0	0	6403
9583	0	0	0	-1
9583	4481	0	0	223
9583	3277	0	0	539
9583	1561	0	0	577
9583	2415	0	0	761
9583	1636	0	0	999
9583	4721	0	0	1286
9583	36	0	0	1974
9583	101	0	0	2515
9583	1945	0	0	3917
9583	886	0	0	5248
9583	1277	0	0	5501
9583	4555	0	0	6403
9584	0	0	0	-1
9584	1819	0	0	210
9584	4481	0	0	223
9584	3277	0	0	539
9584	1561	0	0	577
9584	2415	0	0	761
9584	1636	0	0	999
9584	4721	0	0	1286
9584	101	0	0	2515
9584	1945	0	0	3917
9584	886	0	0	5248
9584	1277	0	0	5501
9584	4555	0	0	6403
9585	0	0	0	-1
9585	1819	0	0	210
9585	4481	0	0	223
9585	3277	0	0	539
9585	1561	0	0	577
9585	2415	0	0	761
9585	1636	0	0	999
9585	4721	0	0	1286
9585	101	0	0	2515
9585	4723	0	0	3791
9585	1945	0	0	3917
9585	886	0	0	5248
9585	1277	0	0	5501
9585	4555	0	0	6403
9586	0	0	0	-1
9586	1819	0	0	210
9586	4481	0	0	223
9586	3277	0	0	539
9586	1561	0	0	577
9586	2415	0	0	761
9586	1636	0	0	999
9586	4721	0	0	1286
9586	4723	0	0	3791
9586	1945	0	0	3917
9586	886	0	0	5248
9586	1277	0	0	5501
9586	4555	0	0	6403
9587	0	0	0	-1
9587	1819	0	0	210
9587	4481	0	0	223
9587	3277	0	0	539
9587	1561	0	0	577
9587	1636	0	0	999
9587	4721	0	0	1286
9587	4723	0	0	3791
9587	1945	0	0	3917
9587	886	0	0	5248
9587	1277	0	0	5501
9587	4555	0	0	6403
9588	0	0	0	-1
9588	1819	0	0	210
9588	4481	0	0	223
9588	3277	0	0	539
9588	1561	0	0	577
9588	1636	0	0	999
9588	4721	0	0	1286
9588	4723	0	0	3791
9588	1945	0	0	3917
9588	886	0	0	5248
9588	1975	0	0	5265
9588	4555	0	0	6403
9589	0	0	0	-1
9589	1819	0	0	210
9589	4481	0	0	223
9589	4724	0	0	514
9589	3277	0	0	539
9589	1561	0	0	577
9589	1636	0	0	999
9589	4721	0	0	1286
9589	1945	0	0	3917
9589	886	0	0	5248
9589	1975	0	0	5265
9589	4555	0	0	6403
9590	0	0	0	-1
9590	1819	0	0	210
9590	4481	0	0	223
9590	4724	0	0	514
9590	3277	0	0	539
9590	1561	0	0	577
9590	1636	0	0	999
9590	4721	0	0	1286
9590	1179	0	0	3334
9590	886	0	0	5248
9590	1975	0	0	5265
9590	4555	0	0	6403
9591	0	0	0	-1
9591	1819	0	0	210
9591	4481	0	0	223
9591	4724	0	0	514
9591	3277	0	0	539
9591	1561	0	0	577
9591	1636	0	0	999
9591	4721	0	0	1286
9591	1179	0	0	3334
9591	1975	0	0	5265
9591	4555	0	0	6403
9592	0	0	0	-1
9592	1819	0	0	210
9592	4481	0	0	223
9592	4724	0	0	514
9592	3277	0	0	539
9592	1636	0	0	999
9592	4721	0	0	1286
9592	1179	0	0	3334
9592	1975	0	0	5265
9592	4555	0	0	6403
9593	0	0	0	-1
9593	4481	0	0	223
9593	4724	0	0	514
9593	3277	0	0	539
9593	1636	0	0	999
9593	4721	0	0	1286
9593	1179	0	0	3334
9593	1975	0	0	5265
9593	4555	0	0	6403
9594	0	0	0	-1
9594	4481	0	0	223
9594	3277	0	0	539
9594	1636	0	0	999
9594	4725	0	0	1270
9594	4721	0	0	1286
9594	1179	0	0	3334
9594	1975	0	0	5265
9594	4555	0	0	6403
9595	0	0	0	-1
9595	4481	0	0	223
9595	3277	0	0	539
9595	1636	0	0	999
9595	4725	0	0	1270
9595	4721	0	0	1286
9595	1179	0	0	3334
9595	4683	0	0	3369
9595	1975	0	0	5265
9595	4555	0	0	6403
9596	0	0	0	-1
9596	4481	0	0	223
9596	3277	0	0	539
9596	1636	0	0	999
9596	4725	0	0	1270
9596	4721	0	0	1286
9596	629	0	0	2966
9596	1179	0	0	3334
9596	4683	0	0	3369
9596	1975	0	0	5265
9597	0	0	0	-1
9597	4481	0	0	223
9597	3277	0	0	539
9597	1636	0	0	999
9597	4725	0	0	1270
9597	4721	0	0	1286
9597	4726	0	0	1454
9597	629	0	0	2966
9597	1179	0	0	3334
9597	4683	0	0	3369
9597	1975	0	0	5265
9598	0	0	0	-1
9598	4481	0	0	223
9598	3277	0	0	539
9598	1636	0	0	999
9598	4725	0	0	1270
9598	4721	0	0	1286
9598	4726	0	0	1454
9598	629	0	0	2966
9598	4683	0	0	3369
9598	1975	0	0	5265
9599	0	0	0	-1
9599	4481	0	0	223
9599	3277	0	0	539
9599	1133	0	0	960
9599	1636	0	0	999
9599	4725	0	0	1270
9599	4721	0	0	1286
9599	4726	0	0	1454
9599	629	0	0	2966
9599	4683	0	0	3369
9599	1975	0	0	5265
9600	0	0	0	-1
9600	4481	0	0	223
9600	1133	0	0	960
9600	1636	0	0	999
9600	4725	0	0	1270
9600	4721	0	0	1286
9600	4726	0	0	1454
9600	629	0	0	2966
9600	4683	0	0	3369
9600	2097	0	0	4313
9600	1975	0	0	5265
9601	0	0	0	-1
9601	4481	0	0	223
9601	1133	0	0	960
9601	1636	0	0	999
9601	4725	0	0	1270
9601	4721	0	0	1286
9601	4726	0	0	1454
9601	4727	0	0	2269
9601	629	0	0	2966
9601	4683	0	0	3369
9601	2097	0	0	4313
9601	1975	0	0	5265
9601	4728	0	0	960 2269
9602	0	0	0	-1
9602	4481	0	0	223
9602	1133	0	0	960
9602	1636	0	0	999
9602	4725	0	0	1270
9602	4721	0	0	1286
9602	4726	0	0	1454
9602	4727	0	0	2269
9602	1318	0	0	2697
9602	629	0	0	2966
9602	4683	0	0	3369
9602	2097	0	0	4313
9602	4728	0	0	960 2269
9603	0	0	0	-1
9603	4481	0	0	223
9603	1133	0	0	960
9603	1636	0	0	999
9603	4725	0	0	1270
9603	4721	0	0	1286
9603	4726	0	0	1454
9603	4727	0	0	2269
9603	1782	0	0	2347
9603	1318	0	0	2697
9603	629	0	0	2966
9603	4683	0	0	3369
9603	2097	0	0	4313
9604	0	0	0	-1
9604	4481	0	0	223
9604	1133	0	0	960
9604	1636	0	0	999
9604	4725	0	0	1270
9604	4721	0	0	1286
9604	4726	0	0	1454
9604	4727	0	0	2269
9604	1782	0	0	2347
9604	629	0	0	2966
9604	4683	0	0	3369
9604	2097	0	0	4313
9604	765	0	0	4680
9605	0	0	0	-1
9605	4481	0	0	223
9605	1133	0	0	960
9605	4725	0	0	1270
9605	4721	0	0	1286
9605	4726	0	0	1454
9605	4727	0	0	2269
9605	1782	0	0	2347
9605	629	0	0	2966
9605	4683	0	0	3369
9605	2097	0	0	4313
9605	765	0	0	4680
9606	0	0	0	-1
9606	4481	0	0	223
9606	1133	0	0	960
9606	4721	0	0	1286
9606	4726	0	0	1454
9606	4727	0	0	2269
9606	1782	0	0	2347
9606	629	0	0	2966
9606	4683	0	0	3369
9606	4466	0	0	3771
9606	2097	0	0	4313
9606	765	0	0	4680
9607	0	0	0	-1
9607	4729	0	0	205
9607	4481	0	0	223
9607	1133	0	0	960
9607	4721	0	0	1286
9607	4726	0	0	1454
9607	4727	0	0	2269
9607	1782	0	0	2347
9607	629	0	0	2966
9607	4683	0	0	3369
9607	2097	0	0	4313
9607	765	0	0	4680
9608	0	0	0	-1
9608	4729	0	0	205
9608	4481	0	0	223
9608	1133	0	0	960
9608	4721	0	0	1286
9608	4726	0	0	1454
9608	4727	0	0	2269
9608	1782	0	0	2347
9608	629	0	0	2966
9608	4683	0	0	3369
9608	3910	0	0	3371
9608	2097	0	0	4313
9609	0	0	0	-1
9609	4729	0	0	205
9609	4481	0	0	223
9609	1133	0	0	960
9609	4721	0	0	1286
9609	4727	0	0	2269
9609	1782	0	0	2347
9609	629	0	0	2966
9609	4683	0	0	3369
9609	3910	0	0	3371
9609	2097	0	0	4313
9609	2597	0	0	4473
9610	0	0	0	-1
9610	4729	0	0	205
9610	4481	0	0	223
9610	1133	0	0	960
9610	4721	0	0	1286
9610	4727	0	0	2269
9610	1782	0	0	2347
9610	629	0	0	2966
9610	4683	0	0	3369
9610	3910	0	0	3371
9610	2097	0	0	4313
9610	2597	0	0	4473
9611	0	0	0	-1
9611	4729	0	0	205
9611	4481	0	0	223
9611	1133	0	0	960
9611	4721	0	0	1286
9611	4727	0	0	2269
9611	1782	0	0	2347
9611	629	0	0	2966
9611	4683	0	0	3369
9611	2097	0	0	4313
9611	2597	0	0	4473
9611	4024	0	0	6205
9612	0	0	0	-1
9612	4729	0	0	205
9612	1133	0	0	960
9612	4721	0	0	1286
9612	4727	0	0	2269
9612	1782	0	0	2347
9612	629	0	0	2966
9612	4683	0	0	3369
9612	2097	0	0	4313
9612	2597	0	0	4473
9612	4024	0	0	6205
9613	0	0	0	-1
9613	4729	0	0	205
9613	1133	0	0	960
9613	4721	0	0	1286
9613	4727	0	0	2269
9613	1782	0	0	2347
9613	629	0	0	2966
9613	4683	0	0	3369
9613	2097	0	0	4313
9613	4024	0	0	6205
9614	0	0	0	-1
9614	4729	0	0	205
9614	1133	0	0	960
9614	4721	0	0	1286
9614	4727	0	0	2269
9614	1782	0	0	2347
9614	629	0	0	2966
9614	4683	0	0	3369
9614	2097	0	0	4313
9614	4024	0	0	6205
9614	2953	0	0	6644
9615	0	0	0	-1
9615	4729	0	0	205
9615	1133	0	0	960
9615	4721	0	0	1286
9615	4727	0	0	2269
9615	1782	0	0	2347
9615	629	0	0	2966
9615	2097	0	0	4313
9615	4024	0	0	6205
9615	2953	0	0	6644
9616	0	0	0	-1
9616	4729	0	0	205
9616	1133	0	0	960
9616	4721	0	0	1286
9616	1782	0	0	2347
9616	629	0	0	2966
9616	2097	0	0	4313
9616	4024	0	0	6205
9616	2953	0	0	6644
9617	0	0	0	-1
9617	4729	0	0	205
9617	1133	0	0	960
9617	4721	0	0	1286
9617	1782	0	0	2347
9617	629	0	0	2966
9617	770	0	0	5871
9617	4024	0	0	6205
9617	2953	0	0	6644
9618	0	0	0	-1
9618	4729	0	0	205
9618	1133	0	0	960
9618	4721	0	0	1286
9618	1782	0	0	2347
9618	629	0	0	2966
9618	3177	0	0	3603
9618	770	0	0	5871
9618	4024	0	0	6205
9619	0	0	0	-1
9619	4729	0	0	205
9619	1133	0	0	960
9619	4721	0	0	1286
9619	629	0	0	2966
9619	3177	0	0	3603
9619	770	0	0	5871
9619	4024	0	0	6205
9620	0	0	0	-1
9620	4729	0	0	205
9620	1133	0	0	960
9620	4721	0	0	1286
9620	629	0	0	2966
9620	3177	0	0	3603
9620	4730	0	0	4712
9620	770	0	0	5871
9620	4024	0	0	6205
9621	0	0	0	-1
9621	4729	0	0	205
9621	1133	0	0	960
9621	4721	0	0	1286
9621	629	0	0	2966
9621	3177	0	0	3603
9621	4730	0	0	4712
9621	770	0	0	5871
9621	4024	0	0	6205
9622	0	0	0	-1
9622	4729	0	0	205
9622	1133	0	0	960
9622	4721	0	0	1286
9622	719	0	0	2458
9622	629	0	0	2966
9622	4730	0	0	4712
9622	770	0	0	5871
9622	4024	0	0	6205
9623	0	0	0	-1
9623	4729	0	0	205
9623	1133	0	0	960
9623	4721	0	0	1286
9623	719	0	0	2458
9623	629	0	0	2966
9623	4730	0	0	4712
9623	4024	0	0	6205
9623	4732	0	0	6624
9624	0	0	0	-1
9624	4729	0	0	205
9624	1133	0	0	960
9624	4721	0	0	1286
9624	719	0	0	2458
9624	629	0	0	2966
9624	4733	0	0	3176
9624	4730	0	0	4712
9624	4024	0	0	6205
9624	4732	0	0	6624
9625	0	0	0	-1
9625	4729	0	0	205
9625	4352	0	0	933
9625	1133	0	0	960
9625	4721	0	0	1286
9625	719	0	0	2458
9625	4733	0	0	3176
9625	4730	0	0	4712
9625	4024	0	0	6205
9625	4732	0	0	6624
9626	0	0	0	-1
9626	4729	0	0	205
9626	4352	0	0	933
9626	1133	0	0	960
9626	4721	0	0	1286
9626	4734	0	0	1768
9626	719	0	0	2458
9626	4733	0	0	3176
9626	4730	0	0	4712
9626	4024	0	0	6205
9626	4732	0	0	6624
9627	0	0	0	-1
9627	4729	0	0	205
9627	4352	0	0	933
9627	1133	0	0	960
9627	4721	0	0	1286
9627	1030	0	0	1722
9627	4734	0	0	1768
9627	719	0	0	2458
9627	4733	0	0	3176
9627	4730	0	0	4712
9627	4024	0	0	6205
9627	4732	0	0	6624
9628	0	0	0	-1
9628	4729	0	0	205
9628	4352	0	0	933
9628	1133	0	0	960
9628	4721	0	0	1286
9628	1030	0	0	1722
9628	4734	0	0	1768
9628	719	0	0	2458
9628	4733	0	0	3176
9628	4024	0	0	6205
9628	4732	0	0	6624
9629	0	0	0	-1
9629	4729	0	0	205
9629	4352	0	0	933
9629	1175	0	0	1158
9629	4721	0	0	1286
9629	1030	0	0	1722
9629	4734	0	0	1768
9629	719	0	0	2458
9629	4733	0	0	3176
9629	4024	0	0	6205
9629	4732	0	0	6624
9630	0	0	0	-1
9630	4729	0	0	205
9630	4352	0	0	933
9630	1175	0	0	1158
9630	4721	0	0	1286
9630	1030	0	0	1722
9630	4734	0	0	1768
9630	719	0	0	2458
9630	4733	0	0	3176
9630	2036	0	0	6022
9630	4024	0	0	6205
9631	0	0	0	-1
9631	4729	0	0	205
9631	4352	0	0	933
9631	1175	0	0	1158
9631	4721	0	0	1286
9631	1030	0	0	1722
9631	4734	0	0	1768
9631	719	0	0	2458
9631	4733	0	0	3176
9631	4687	0	0	3354
9631	2036	0	0	6022
9631	4024	0	0	6205
9632	0	0	0	-1
9632	4729	0	0	205
9632	1175	0	0	1158
9632	4721	0	0	1286
9632	1030	0	0	1722
9632	4734	0	0	1768
9632	719	0	0	2458
9632	4733	0	0	3176
9632	4687	0	0	3354
9632	2036	0	0	6022
9632	4024	0	0	6205
9633	0	0	0	-1
9633	4729	0	0	205
9633	1175	0	0	1158
9633	4721	0	0	1286
9633	1030	0	0	1722
9633	4734	0	0	1768
9633	4733	0	0	3176
9633	4687	0	0	3354
9633	2036	0	0	6022
9633	4024	0	0	6205
9633	4556	0	0	7336
9634	0	0	0	-1
9634	4729	0	0	205
9634	1175	0	0	1158
9634	4721	0	0	1286
9634	1030	0	0	1722
9634	4734	0	0	1768
9634	4126	0	0	2932
9634	4733	0	0	3176
9634	4687	0	0	3354
9634	2036	0	0	6022
9634	4024	0	0	6205
9635	0	0	0	-1
9635	4729	0	0	205
9635	1175	0	0	1158
9635	4721	0	0	1286
9635	1030	0	0	1722
9635	4734	0	0	1768
9635	4126	0	0	2932
9635	4733	0	0	3176
9635	4388	0	0	4503
9635	2036	0	0	6022
9635	4024	0	0	6205
9636	0	0	0	-1
9636	4729	0	0	205
9636	1175	0	0	1158
9636	4721	0	0	1286
9636	1030	0	0	1722
9636	4734	0	0	1768
9636	4126	0	0	2932
9636	4733	0	0	3176
9636	4388	0	0	4503
9636	4024	0	0	6205
9637	0	0	0	-1
9637	4735	0	0	101
9637	4729	0	0	205
9637	1175	0	0	1158
9637	4721	0	0	1286
9637	1030	0	0	1722
9637	4734	0	0	1768
9637	4126	0	0	2932
9637	4388	0	0	4503
9637	4024	0	0	6205
9638	0	0	0	-1
9638	4735	0	0	101
9638	4729	0	0	205
9638	1175	0	0	1158
9638	4721	0	0	1286
9638	4736	0	0	1554
9638	4734	0	0	1768
9638	4126	0	0	2932
9638	4388	0	0	4503
9638	4024	0	0	6205
9639	0	0	0	-1
9639	4735	0	0	101
9639	4729	0	0	205
9639	1175	0	0	1158
9639	4721	0	0	1286
9639	4736	0	0	1554
9639	4737	0	0	1713
9639	4126	0	0	2932
9639	4388	0	0	4503
9639	4024	0	0	6205
9640	0	0	0	-1
9640	4735	0	0	101
9640	4729	0	0	205
9640	1175	0	0	1158
9640	4721	0	0	1286
9640	4736	0	0	1554
9640	4737	0	0	1713
9640	4126	0	0	2932
9640	4388	0	0	4503
9640	4064	0	0	7116
9641	0	0	0	-1
9641	4735	0	0	101
9641	4729	0	0	205
9641	3459	0	0	660
9641	1175	0	0	1158
9641	4721	0	0	1286
9641	4736	0	0	1554
9641	4737	0	0	1713
9641	4126	0	0	2932
9641	4388	0	0	4503
9641	4064	0	0	7116
9642	0	0	0	-1
9642	4735	0	0	101
9642	4729	0	0	205
9642	3459	0	0	660
9642	1175	0	0	1158
9642	4721	0	0	1286
9642	4736	0	0	1554
9642	4737	0	0	1713
9642	4126	0	0	2932
9642	4064	0	0	7116
9643	0	0	0	-1
9643	4735	0	0	101
9643	4729	0	0	205
9643	3459	0	0	660
9643	1175	0	0	1158
9643	4721	0	0	1286
9643	4737	0	0	1713
9643	4126	0	0	2932
9643	4064	0	0	7116
9644	0	0	0	-1
9644	4735	0	0	101
9644	4729	0	0	205
9644	3459	0	0	660
9644	1175	0	0	1158
9644	4721	0	0	1286
9644	4737	0	0	1713
9644	4064	0	0	7116
9645	0	0	0	-1
9645	4735	0	0	101
9645	4729	0	0	205
9645	3459	0	0	660
9645	4721	0	0	1286
9645	4737	0	0	1713
9645	4064	0	0	7116
9646	0	0	0	-1
9646	4735	0	0	101
9646	4729	0	0	205
9646	3459	0	0	660
9646	4721	0	0	1286
9646	4737	0	0	1713
9646	4738	0	0	5847
9647	0	0	0	-1
9647	4729	0	0	205
9647	3459	0	0	660
9647	4721	0	0	1286
9647	4737	0	0	1713
9647	4253	0	0	3442
9647	4738	0	0	5847
9648	0	0	0	-1
9648	4729	0	0	205
9648	4721	0	0	1286
9648	4737	0	0	1713
9648	4253	0	0	3442
9648	2358	0	0	3985
9648	4738	0	0	5847
9649	0	0	0	-1
9649	4729	0	0	205
9649	4721	0	0	1286
9649	4737	0	0	1713
9649	3267	0	0	2677
9649	4253	0	0	3442
9649	2358	0	0	3985
9649	4738	0	0	5847
9650	0	0	0	-1
9650	4729	0	0	205
9650	4721	0	0	1286
9650	4737	0	0	1713
9650	3267	0	0	2677
9650	4253	0	0	3442
9650	2358	0	0	3985
9650	4738	0	0	5847
9650	3641	0	0	7285
9650	4739	0	0	1713 7285
9651	0	0	0	-1
9651	4729	0	0	205
9651	4740	0	0	621
9651	4721	0	0	1286
9651	4737	0	0	1713
9651	3267	0	0	2677
9651	4253	0	0	3442
9651	2358	0	0	3985
9651	3641	0	0	7285
9651	4739	0	0	1713 7285
9652	0	0	0	-1
9652	4729	0	0	205
9652	4740	0	0	621
9652	4721	0	0	1286
9652	4737	0	0	1713
9652	3267	0	0	2677
9652	4253	0	0	3442
9652	2358	0	0	3985
9652	1100	0	0	4254
9652	3641	0	0	7285
9652	4739	0	0	1713 7285
9653	0	0	0	-1
9653	4729	0	0	205
9653	672	0	0	479
9653	4740	0	0	621
9653	4737	0	0	1713
9653	3267	0	0	2677
9653	4253	0	0	3442
9653	2358	0	0	3985
9653	1100	0	0	4254
9653	3641	0	0	7285
9653	4739	0	0	1713 7285
9654	0	0	0	-1
9654	4729	0	0	205
9654	4740	0	0	621
9654	4741	0	0	1108
9654	4737	0	0	1713
9654	3267	0	0	2677
9654	4253	0	0	3442
9654	2358	0	0	3985
9654	1100	0	0	4254
9654	3641	0	0	7285
9654	4739	0	0	1713 7285
9655	0	0	0	-1
9655	1473	0	0	70
9655	4729	0	0	205
9655	4740	0	0	621
9655	4741	0	0	1108
9655	4737	0	0	1713
9655	3267	0	0	2677
9655	4253	0	0	3442
9655	2358	0	0	3985
9655	1100	0	0	4254
9655	3641	0	0	7285
9656	0	0	0	-1
9656	1473	0	0	70
9656	4729	0	0	205
9656	4740	0	0	621
9656	4741	0	0	1108
9656	3128	0	0	1267
9656	4737	0	0	1713
9656	3267	0	0	2677
9656	2358	0	0	3985
9656	1100	0	0	4254
9656	3641	0	0	7285
9657	0	0	0	-1
9657	1473	0	0	70
9657	4729	0	0	205
9657	4740	0	0	621
9657	4741	0	0	1108
9657	3128	0	0	1267
9657	3267	0	0	2677
9657	2358	0	0	3985
9657	1100	0	0	4254
9657	3641	0	0	7285
9658	0	0	0	-1
9658	1473	0	0	70
9658	4729	0	0	205
9658	4740	0	0	621
9658	4741	0	0	1108
9658	3128	0	0	1267
9658	2358	0	0	3985
9658	1100	0	0	4254
9658	3641	0	0	7285
9659	0	0	0	-1
9659	1473	0	0	70
9659	4729	0	0	205
9659	4740	0	0	621
9659	4741	0	0	1108
9659	3128	0	0	1267
9659	2358	0	0	3985
9659	4742	0	0	6199
9659	3641	0	0	7285
9660	0	0	0	-1
9660	1473	0	0	70
9660	4729	0	0	205
9660	4740	0	0	621
9660	4741	0	0	1108
9660	4694	0	0	2497
9660	2358	0	0	3985
9660	4742	0	0	6199
9660	3641	0	0	7285
9661	0	0	0	-1
9661	1473	0	0	70
9661	4729	0	0	205
9661	4740	0	0	621
9661	4694	0	0	2497
9661	3976	0	0	3584
9661	2358	0	0	3985
9661	4742	0	0	6199
9661	3641	0	0	7285
9662	0	0	0	-1
9662	1473	0	0	70
9662	4729	0	0	205
9662	4740	0	0	621
9662	4694	0	0	2497
9662	3976	0	0	3584
9662	2358	0	0	3985
9662	4742	0	0	6199
9662	3641	0	0	7285
9663	0	0	0	-1
9663	1473	0	0	70
9663	4729	0	0	205
9663	4694	0	0	2497
9663	3655	0	0	2939
9663	3976	0	0	3584
9663	2358	0	0	3985
9663	4742	0	0	6199
9663	3641	0	0	7285
9664	0	0	0	-1
9664	1473	0	0	70
9664	4729	0	0	205
9664	4743	0	0	1445
9664	4694	0	0	2497
9664	3655	0	0	2939
9664	3976	0	0	3584
9664	2358	0	0	3985
9664	4742	0	0	6199
9664	3641	0	0	7285
9664	4744	0	0	205 1445
9665	0	0	0	-1
9665	1473	0	0	70
9665	4729	0	0	205
9665	4743	0	0	1445
9665	4694	0	0	2497
9665	3655	0	0	2939
9665	3976	0	0	3584
9665	2358	0	0	3985
9665	4742	0	0	6199
9665	3641	0	0	7285
9666	0	0	0	-1
9666	1473	0	0	70
9666	4729	0	0	205
9666	4398	0	0	207
9666	4743	0	0	1445
9666	4694	0	0	2497
9666	3976	0	0	3584
9666	2358	0	0	3985
9666	4742	0	0	6199
9666	3641	0	0	7285
9667	0	0	0	-1
9667	1473	0	0	70
9667	4729	0	0	205
9667	4398	0	0	207
9667	4743	0	0	1445
9667	2463	0	0	1935
9667	4694	0	0	2497
9667	3976	0	0	3584
9667	2358	0	0	3985
9667	3641	0	0	7285
9668	0	0	0	-1
9668	1473	0	0	70
9668	4729	0	0	205
9668	4398	0	0	207
9668	4743	0	0	1445
9668	2463	0	0	1935
9668	4694	0	0	2497
9668	4745	0	0	3291
9668	3976	0	0	3584
9668	2358	0	0	3985
9669	0	0	0	-1
9669	1473	0	0	70
9669	4729	0	0	205
9669	4398	0	0	207
9669	2463	0	0	1935
9669	4694	0	0	2497
9669	4745	0	0	3291
9669	3976	0	0	3584
9669	2358	0	0	3985
9670	0	0	0	-1
9670	1473	0	0	70
9670	4398	0	0	207
9670	2463	0	0	1935
9670	4694	0	0	2497
9670	4745	0	0	3291
9670	3976	0	0	3584
9670	2358	0	0	3985
9671	0	0	0	-1
9671	1473	0	0	70
9671	4398	0	0	207
9671	2463	0	0	1935
9671	4745	0	0	3291
9671	3976	0	0	3584
9671	2358	0	0	3985
9671	1182	0	0	4399
9672	0	0	0	-1
9672	1473	0	0	70
9672	4398	0	0	207
9672	2463	0	0	1935
9672	4745	0	0	3291
9672	3976	0	0	3584
9672	2358	0	0	3985
9672	1182	0	0	4399
9673	0	0	0	-1
9673	1473	0	0	70
9673	4398	0	0	207
9673	2463	0	0	1935
9673	2471	0	0	2763
9673	4745	0	0	3291
9673	3976	0	0	3584
9673	2358	0	0	3985
9673	1182	0	0	4399
9674	0	0	0	-1
9674	1473	0	0	70
9674	4398	0	0	207
9674	2463	0	0	1935
9674	2471	0	0	2763
9674	4745	0	0	3291
9674	3976	0	0	3584
9674	2358	0	0	3985
9674	1182	0	0	4399
9674	688	0	0	5989
9675	0	0	0	-1
9675	1473	0	0	70
9675	4398	0	0	207
9675	2463	0	0	1935
9675	2471	0	0	2763
9675	4745	0	0	3291
9675	3976	0	0	3584
9675	1182	0	0	4399
9675	688	0	0	5989
9676	0	0	0	-1
9676	1473	0	0	70
9676	4398	0	0	207
9676	2463	0	0	1935
9676	4746	0	0	2067
9676	2471	0	0	2763
9676	4745	0	0	3291
9676	3976	0	0	3584
9676	1182	0	0	4399
9676	688	0	0	5989
9677	0	0	0	-1
9677	1473	0	0	70
9677	4398	0	0	207
9677	2463	0	0	1935
9677	4746	0	0	2067
9677	2471	0	0	2763
9677	4745	0	0	3291
9677	3976	0	0	3584
9677	4747	0	0	4103
9677	1182	0	0	4399
9677	688	0	0	5989
9678	0	0	0	-1
9678	1473	0	0	70
9678	2463	0	0	1935
9678	4746	0	0	2067
9678	2471	0	0	2763
9678	4745	0	0	3291
9678	3976	0	0	3584
9678	2547	0	0	3962
9678	4747	0	0	4103
9678	1182	0	0	4399
9678	688	0	0	5989
9679	0	0	0	-1
9679	1473	0	0	70
9679	2463	0	0	1935
9679	4746	0	0	2067
9679	2471	0	0	2763
9679	3976	0	0	3584
9679	2547	0	0	3962
9679	4747	0	0	4103
9679	1182	0	0	4399
9679	688	0	0	5989
9680	0	0	0	-1
9680	1473	0	0	70
9680	2463	0	0	1935
9680	1988	0	0	1954
9680	4746	0	0	2067
9680	2471	0	0	2763
9680	2547	0	0	3962
9680	4747	0	0	4103
9680	1182	0	0	4399
9680	688	0	0	5989
9681	0	0	0	-1
9681	1473	0	0	70
9681	2463	0	0	1935
9681	1988	0	0	1954
9681	2471	0	0	2763
9681	2547	0	0	3962
9681	4747	0	0	4103
9681	1182	0	0	4399
9681	688	0	0	5989
9682	0	0	0	-1
9682	1473	0	0	70
